"","gene","chrom","loc.start","loc.end","description","gene.name","biotype","chrom.strand","chrom.band"
"427","ENSG00000179178","1",43269983,43274002,"transmembrane protein 125 [Source:HGNC Symbol;Acc:HGNC:28275]","TMEM125","protein_coding",1,"p34.2"
"428","ENSG00000142700","1",50417550,50423443,"DMRT like family A2 [Source:HGNC Symbol;Acc:HGNC:13908]","DMRTA2","protein_coding",-1,"p32.3"
"432","ENSG00000127124","1",41506365,42035925,"HIVEP zinc finger 3 [Source:HGNC Symbol;Acc:HGNC:13561]","HIVEP3","protein_coding",-1,"p34.2"
"439","ENSG00000137936","1",93561741,93847150,"BCAR3 adaptor protein, NSP family member [Source:HGNC Symbol;Acc:HGNC:973]","BCAR3","protein_coding",-1,"p22.1"
"443","ENSG00000143032","1",90711539,90717302,"BarH like homeobox 2 [Source:HGNC Symbol;Acc:HGNC:954]","BARHL2","protein_coding",-1,"p22.2"
"446","ENSG00000117519","1",94896949,94927223,"calponin 3 [Source:HGNC Symbol;Acc:HGNC:2157]","CNN3","protein_coding",-1,"p21.3"
"450","ENSG00000134215","1",107571161,107965180,"vav guanine nucleotide exchange factor 3 [Source:HGNC Symbol;Acc:HGNC:12659]","VAV3","protein_coding",-1,"p13.3"
"458","ENSG00000188641","1",97077743,97995000,"dihydropyrimidine dehydrogenase [Source:HGNC Symbol;Acc:HGNC:3012]","DPYD","protein_coding",-1,"p21.3"
"459","ENSG00000152078","1",95117355,95197607,"TLC domain containing 4 [Source:HGNC Symbol;Acc:HGNC:26477]","TLCD4","protein_coding",1,"p21.3"
"462","ENSG00000171492","1",89821014,89936611,"leucine rich repeat containing 8 VRAC subunit D [Source:HGNC Symbol;Acc:HGNC:16992]","LRRC8D","protein_coding",1,"p22.2"
"464","ENSG00000170989","1",101236865,101243713,"sphingosine-1-phosphate receptor 1 [Source:HGNC Symbol;Acc:HGNC:3165]","S1PR1","protein_coding",1,"p21.2"
"467","ENSG00000116299","1",109113679,109206781,"endosome-lysosome associated apoptosis and autophagy regulator 1 [Source:HGNC Symbol;Acc:HGNC:29618]","ELAPOR1","protein_coding",1,"p13.3"
"468","ENSG00000137962","1",94148988,94275068,"Rho GTPase activating protein 29 [Source:HGNC Symbol;Acc:HGNC:30207]","ARHGAP29","protein_coding",-1,"p22.1"
"475","ENSG00000079739","1",63593411,63660245,"phosphoglucomutase 1 [Source:HGNC Symbol;Acc:HGNC:8905]","PGM1","protein_coding",1,"p31.3"
"476","ENSG00000117154","1",18107798,18378483,"immunoglobin superfamily member 21 [Source:HGNC Symbol;Acc:HGNC:28246]","IGSF21","protein_coding",1,"p36.13"
"477","ENSG00000162377","1",52684449,52698347,"cytochrome c oxidase assembly factor 7 [Source:HGNC Symbol;Acc:HGNC:25716]","COA7","protein_coding",-1,"p32.3"
"482","ENSG00000116774","1",113979391,114035572,"olfactomedin like 3 [Source:HGNC Symbol;Acc:HGNC:24956]","OLFML3","protein_coding",1,"p13.2"
"485","ENSG00000023909","1",93885199,93909456,"glutamate-cysteine ligase modifier subunit [Source:HGNC Symbol;Acc:HGNC:4312]","GCLM","protein_coding",-1,"p22.1"
"486","ENSG00000069702","1",91680343,91906335,"transforming growth factor beta receptor 3 [Source:HGNC Symbol;Acc:HGNC:11774]","TGFBR3","protein_coding",-1,"p22.1"
"500","ENSG00000198198","1",43389882,43454247,"SZT2 subunit of KICSTOR complex [Source:HGNC Symbol;Acc:HGNC:29040]","SZT2","protein_coding",1,"p34.2"
"503","ENSG00000116793","1",113696831,113759489,"putative homeodomain transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:8939]","PHTF1","protein_coding",-1,"p13.2"
"510","ENSG00000117525","1",94529173,94541759,"coagulation factor III, tissue factor [Source:HGNC Symbol;Acc:HGNC:3541]","F3","protein_coding",-1,"p21.3"
"516","ENSG00000162692","1",100719742,100739045,"vascular cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:12663]","VCAM1","protein_coding",1,"p21.2"
"526","ENSG00000181656","1",100538139,100542021,"G protein-coupled receptor 88 [Source:HGNC Symbol;Acc:HGNC:4539]","GPR88","protein_coding",1,"p21.2"
"527","ENSG00000122481","1",95234210,95247225,"RWD domain containing 3 [Source:HGNC Symbol;Acc:HGNC:21393]","RWDD3","protein_coding",1,"p21.3"
"528","ENSG00000198162","1",117367449,117528872,"mannosidase alpha class 1A member 2 [Source:HGNC Symbol;Acc:HGNC:6822]","MAN1A2","protein_coding",1,"p12"
"530","ENSG00000171517","1",84811602,84893206,"lysophosphatidic acid receptor 3 [Source:HGNC Symbol;Acc:HGNC:14298]","LPAR3","protein_coding",-1,"p22.3"
"536","ENSG00000143079","1",112396214,112463456,"CTTNBP2 N-terminal like [Source:HGNC Symbol;Acc:HGNC:25330]","CTTNBP2NL","protein_coding",1,"p13.2"
"543","ENSG00000085491","1",108134043,108200849,"solute carrier family 25 member 24 [Source:HGNC Symbol;Acc:HGNC:20662]","SLC25A24","protein_coding",-1,"p13.3"
"544","ENSG00000173947","1",111346600,111353013,"primary cilia formation [Source:HGNC Symbol;Acc:HGNC:27009]","PIFO","protein_coding",1,"p13.2"
"547","ENSG00000134198","1",115048011,115089503,"tetraspanin 2 [Source:HGNC Symbol;Acc:HGNC:20659]","TSPAN2","protein_coding",-1,"p13.2"
"551","ENSG00000198799","1",113073198,113132260,"leucine rich repeats and immunoglobulin like domains 2 [Source:HGNC Symbol;Acc:HGNC:20889]","LRIG2","protein_coding",1,"p13.2"
"553","ENSG00000117620","1",99969351,100035634,"solute carrier family 35 member A3 [Source:HGNC Symbol;Acc:HGNC:11023]","SLC35A3","protein_coding",1,"p21.2"
"556","ENSG00000162688","1",99850361,99924023,"amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase [Source:HGNC Symbol;Acc:HGNC:321]","AGL","protein_coding",1,"p21.2"
"557","ENSG00000197106","1",110150494,110202202,"solute carrier family 6 member 17 [Source:HGNC Symbol;Acc:HGNC:31399]","SLC6A17","protein_coding",1,"p13.3"
"560","ENSG00000203859","1",119414931,119423035,"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 2 [Source:HGNC Symbol;Acc:HGNC:5218]","HSD3B2","protein_coding",1,"p12"
"567","ENSG00000185946","1",103525691,103555239,"RNA binding region (RNP1, RRM) containing 3 [Source:HGNC Symbol;Acc:HGNC:18666]","RNPC3","protein_coding",1,"p21.1"
"568","ENSG00000162627","1",98661701,98760500,"sorting nexin 7 [Source:HGNC Symbol;Acc:HGNC:14971]","SNX7","protein_coding",1,"p21.3"
"570","ENSG00000162695","1",100896076,100981757,"solute carrier family 30 member 7 [Source:HGNC Symbol;Acc:HGNC:19306]","SLC30A7","protein_coding",1,"p21.2"
"571","ENSG00000265808","1",120150898,120176520,"SEC22 homolog B, vesicle trafficking protein [Source:HGNC Symbol;Acc:HGNC:10700]","SEC22B","protein_coding",-1,"p12"
"573","ENSG00000134247","1",116909916,116990353,"prostaglandin F2 receptor inhibitor [Source:HGNC Symbol;Acc:HGNC:9601]","PTGFRN","protein_coding",1,"p13.1"
"575","ENSG00000162664","1",89995110,90035533,"zinc finger protein 326 [Source:HGNC Symbol;Acc:HGNC:14104]","ZNF326","protein_coding",1,"p22.2"
"577","ENSG00000134253","1",117111060,117122587,"tripartite motif containing 45 [Source:HGNC Symbol;Acc:HGNC:19018]","TRIM45","protein_coding",-1,"p13.1"
"585","ENSG00000183508","1",117606048,117628389,"terminal nucleotidyltransferase 5C [Source:HGNC Symbol;Acc:HGNC:24712]","TENT5C","protein_coding",1,"p12"
"592","ENSG00000198765","1",114854863,114995370,"synaptonemal complex protein 1 [Source:HGNC Symbol;Acc:HGNC:11487]","SYCP1","protein_coding",1,"p13.2"
"595","ENSG00000143398","1",151197949,151249536,"phosphatidylinositol-4-phosphate 5-kinase type 1 alpha [Source:HGNC Symbol;Acc:HGNC:8994]","PIP5K1A","protein_coding",1,"q21.3"
"596","ENSG00000196505","1",117863485,117929621,"ganglioside induced differentiation associated protein 2 [Source:HGNC Symbol;Acc:HGNC:18010]","GDAP2","protein_coding",-1,"p12"
"605","ENSG00000134200","1",115029826,115034302,"thyroid stimulating hormone subunit beta [Source:HGNC Symbol;Acc:HGNC:12372]","TSHB","protein_coding",1,"p13.2"
"606","ENSG00000065183","1",117929720,117966543,"WD repeat domain 3 [Source:HGNC Symbol;Acc:HGNC:12755]","WDR3","protein_coding",1,"p12"
"609","ENSG00000163393","1",115976513,116070054,"solute carrier family 22 member 15 [Source:HGNC Symbol;Acc:HGNC:20301]","SLC22A15","protein_coding",1,"p13.1"
"610","ENSG00000163156","1",151156664,151170296,"sodium channel modifier 1 [Source:HGNC Symbol;Acc:HGNC:23136]","SCNM1","protein_coding",1,"q21.3"
"611","ENSG00000143631","1",152302165,152325239,"filaggrin [Source:HGNC Symbol;Acc:HGNC:3748]","FLG","protein_coding",-1,"q21.3"
"619","ENSG00000079335","1",100345001,100520277,"cell division cycle 14A [Source:HGNC Symbol;Acc:HGNC:1718]","CDC14A","protein_coding",1,"p21.2"
"620","ENSG00000143119","1",110871188,110899922,"CD53 molecule [Source:HGNC Symbol;Acc:HGNC:1686]","CD53","protein_coding",1,"p13.3"
"625","ENSG00000143520","1",152348735,152360006,"filaggrin 2 [Source:HGNC Symbol;Acc:HGNC:33276]","FLG2","protein_coding",-1,"q21.3"
"626","ENSG00000171943","1",121184811,121392874,"SLIT-ROBO Rho GTPase activating protein 2C [Source:HGNC Symbol;Acc:HGNC:30584]","SRGAP2C","protein_coding",1,"p11.2"
"628","ENSG00000155761","1",117953590,118185228,"sperm associated antigen 17 [Source:HGNC Symbol;Acc:HGNC:26620]","SPAG17","protein_coding",-1,"p12"
"630","ENSG00000116830","1",117060326,117107453,"transcription termination factor 2 [Source:HGNC Symbol;Acc:HGNC:12398]","TTF2","protein_coding",1,"p13.1"
"634","ENSG00000081026","1",113390515,113685923,"membrane associated guanylate kinase, WW and PDZ domain containing 3 [Source:HGNC Symbol;Acc:HGNC:29647]","MAGI3","protein_coding",1,"p13.2"
"637","ENSG00000143458","1",151070578,151125542,"GA binding protein transcription factor subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:28441]","GABPB2","protein_coding",1,"q21.3"
"639","ENSG00000073754","1",157830911,157898256,"CD5 molecule like [Source:HGNC Symbol;Acc:HGNC:1690]","CD5L","protein_coding",-1,"q23.1"
"652","ENSG00000163155","1",151159748,151165948,"LysM domain containing 1 [Source:HGNC Symbol;Acc:HGNC:32070]","LYSMD1","protein_coding",-1,"q21.3"
"659","ENSG00000116824","1",116754430,116769229,"CD2 molecule [Source:HGNC Symbol;Acc:HGNC:1639]","CD2","protein_coding",1,"p13.1"
"663","ENSG00000024526","1",68474152,68497221,"DEP domain containing 1 [Source:HGNC Symbol;Acc:HGNC:22949]","DEPDC1","protein_coding",-1,"p31.3"
"673","ENSG00000117262","1",145607988,145670650,"G protein-coupled receptor 89A [Source:HGNC Symbol;Acc:HGNC:31984]","GPR89A","protein_coding",1,"q21.1"
"678","ENSG00000137947","1",88852633,88891944,"general transcription factor IIB [Source:HGNC Symbol;Acc:HGNC:4648]","GTF2B","protein_coding",-1,"p22.2"
"681","ENSG00000117586","1",173183731,173207331,"TNF superfamily member 4 [Source:HGNC Symbol;Acc:HGNC:11934]","TNFSF4","protein_coding",-1,"q25.1"
"684","ENSG00000162728","1",160081538,160090563,"potassium inwardly rectifying channel subfamily J member 9 [Source:HGNC Symbol;Acc:HGNC:6270]","KCNJ9","protein_coding",1,"q23.2"
"687","ENSG00000184371","1",109910242,109930992,"colony stimulating factor 1 [Source:HGNC Symbol;Acc:HGNC:2432]","CSF1","protein_coding",1,"p13.3"
"693","ENSG00000163154","1",151156649,151159749,"TNF alpha induced protein 8 like 2 [Source:HGNC Symbol;Acc:HGNC:26277]","TNFAIP8L2","protein_coding",1,"q21.3"
"700","ENSG00000162729","1",160091340,160098943,"immunoglobulin superfamily member 8 [Source:HGNC Symbol;Acc:HGNC:17813]","IGSF8","protein_coding",-1,"q23.2"
"701","ENSG00000143158","1",167916675,167937072,"mitochondrial pyruvate carrier 2 [Source:HGNC Symbol;Acc:HGNC:24515]","MPC2","protein_coding",-1,"q24.2"
"702","ENSG00000271092","1",95117923,95247225,"TLCD4-RWDD3 readthrough [Source:HGNC Symbol;Acc:HGNC:49388]","TLCD4-RWDD3","protein_coding",1,"p21.3"
"707","ENSG00000000460","1",169662007,169854080,"chromosome 1 open reading frame 112 [Source:HGNC Symbol;Acc:HGNC:25565]","C1orf112","protein_coding",1,"q24.2"
"709","ENSG00000135862","1",183023420,183145592,"laminin subunit gamma 1 [Source:HGNC Symbol;Acc:HGNC:6492]","LAMC1","protein_coding",1,"q25.3"
"714","ENSG00000143198","1",165631213,165661796,"microsomal glutathione S-transferase 3 [Source:HGNC Symbol;Acc:HGNC:7064]","MGST3","protein_coding",1,"q24.1"
"715","ENSG00000143318","1",160190575,160201886,"calsequestrin 1 [Source:HGNC Symbol;Acc:HGNC:1512]","CASQ1","protein_coding",1,"q23.2"
"718","ENSG00000143621","1",153661788,153671028,"interleukin enhancer binding factor 2 [Source:HGNC Symbol;Acc:HGNC:6037]","ILF2","protein_coding",-1,"q21.3"
"722","ENSG00000143156","1",169132531,169367948,"NME/NM23 family member 7 [Source:HGNC Symbol;Acc:HGNC:20461]","NME7","protein_coding",-1,"q24.2"
"723","ENSG00000198771","1",167630093,167708696,"RCSD domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28310]","RCSD1","protein_coding",1,"q24.2"
"726","ENSG00000213064","1",168225938,168253021,"SFT2 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25140]","SFT2D2","protein_coding",1,"q24.2"
"727","ENSG00000143179","1",165827614,165911618,"uridine-cytidine kinase 2 [Source:HGNC Symbol;Acc:HGNC:12562]","UCK2","protein_coding",1,"q24.1"
"730","ENSG00000143315","1",160024953,160031990,"phosphatidylinositol glycan anchor biosynthesis class M [Source:HGNC Symbol;Acc:HGNC:18858]","PIGM","protein_coding",-1,"q23.2"
"732","ENSG00000143185","1",168540768,168543997,"X-C motif chemokine ligand 2 [Source:HGNC Symbol;Acc:HGNC:10646]","XCL2","protein_coding",-1,"q24.2"
"734","ENSG00000143190","1",167220876,167427345,"POU class 2 homeobox 1 [Source:HGNC Symbol;Acc:HGNC:9212]","POU2F1","protein_coding",1,"q24.2"
"738","ENSG00000075945","1",169921326,170085208,"kinesin associated protein 3 [Source:HGNC Symbol;Acc:HGNC:17060]","KIFAP3","protein_coding",-1,"q24.2"
"743","ENSG00000092607","1",118883046,118989556,"T-box transcription factor 15 [Source:HGNC Symbol;Acc:HGNC:11594]","TBX15","protein_coding",-1,"p12"
"752","ENSG00000117091","1",160678746,160711831,"CD48 molecule [Source:HGNC Symbol;Acc:HGNC:1683]","CD48","protein_coding",-1,"q23.3"
"754","ENSG00000143171","1",165400922,165445355,"retinoid X receptor gamma [Source:HGNC Symbol;Acc:HGNC:10479]","RXRG","protein_coding",-1,"q23.3"
"756","ENSG00000047410","1",186311652,186375693,"translocated promoter region, nuclear basket protein [Source:HGNC Symbol;Acc:HGNC:12017]","TPR","protein_coding",-1,"q31.1"
"758","ENSG00000018625","1",160115759,160143591,"ATPase Na+/K+ transporting subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:800]","ATP1A2","protein_coding",1,"q23.2"
"759","ENSG00000171806","1",169792529,169794963,"methyltransferase like 18 [Source:HGNC Symbol;Acc:HGNC:28793]","METTL18","protein_coding",-1,"q24.2"
"763","ENSG00000134216","1",111290851,111320566,"chitinase acidic [Source:HGNC Symbol;Acc:HGNC:17432]","CHIA","protein_coding",1,"p13.2"
"766","ENSG00000162694","1",100872372,100895179,"exostosin like glycosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:3516]","EXTL2","protein_coding",-1,"p21.2"
"769","ENSG00000118197","1",200623896,200669907,"DEAD-box helicase 59 [Source:HGNC Symbol;Acc:HGNC:25360]","DDX59","protein_coding",-1,"q32.1"
"770","ENSG00000135842","1",184790724,184974508,"niban apoptosis regulator 1 [Source:HGNC Symbol;Acc:HGNC:16784]","NIBAN1","protein_coding",-1,"q25.3"
"776","ENSG00000184155","1",159535078,159536007,"olfactory receptor family 10 subfamily J member 5 [Source:HGNC Symbol;Acc:HGNC:14993]","OR10J5","protein_coding",-1,"q23.2"
"777","ENSG00000058085","1",183186238,183245127,"laminin subunit gamma 2 [Source:HGNC Symbol;Acc:HGNC:6493]","LAMC2","protein_coding",1,"q25.3"
"779","ENSG00000116815","1",116514534,116571039,"CD58 molecule [Source:HGNC Symbol;Acc:HGNC:1688]","CD58","protein_coding",-1,"p13.1"
"782","ENSG00000143167","1",167052836,167166479,"glycoprotein A33 [Source:HGNC Symbol;Acc:HGNC:4445]","GPA33","protein_coding",-1,"q24.1"
"783","ENSG00000143184","1",168576605,168582069,"X-C motif chemokine ligand 1 [Source:HGNC Symbol;Acc:HGNC:10645]","XCL1","protein_coding",1,"q24.2"
"790","ENSG00000177807","1",159998651,160070160,"potassium inwardly rectifying channel subfamily J member 10 [Source:HGNC Symbol;Acc:HGNC:6256]","KCNJ10","protein_coding",-1,"q23.2"
"793","ENSG00000143228","1",163266576,163355764,"NUF2 component of NDC80 kinetochore complex [Source:HGNC Symbol;Acc:HGNC:14621]","NUF2","protein_coding",1,"q23.3"
"797","ENSG00000174514","1",205568885,205602918,"major facilitator superfamily domain containing 4A [Source:HGNC Symbol;Acc:HGNC:25433]","MFSD4A","protein_coding",1,"q32.1"
"798","ENSG00000143178","1",168280877,168314426,"T-box transcription factor 19 [Source:HGNC Symbol;Acc:HGNC:11596]","TBX19","protein_coding",1,"q24.2"
"799","ENSG00000116833","1",200027614,200177420,"nuclear receptor subfamily 5 group A member 2 [Source:HGNC Symbol;Acc:HGNC:7984]","NR5A2","protein_coding",1,"q32.1"
"801","ENSG00000000457","1",169849631,169894267,"SCY1 like pseudokinase 3 [Source:HGNC Symbol;Acc:HGNC:19285]","SCYL3","protein_coding",-1,"q24.2"
"802","ENSG00000143507","1",221701424,221742089,"dual specificity phosphatase 10 [Source:HGNC Symbol;Acc:HGNC:3065]","DUSP10","protein_coding",-1,"q41"
"811","ENSG00000157064","1",183248237,183418380,"nicotinamide nucleotide adenylyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:16789]","NMNAT2","protein_coding",-1,"q25.3"
"814","ENSG00000059588","1",234391313,234479179,"TAR (HIV-1) RNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:11568]","TARBP1","protein_coding",-1,"q42.2"
"817","ENSG00000122224","1",160796074,160828261,"lymphocyte antigen 9 [Source:HGNC Symbol;Acc:HGNC:6730]","LY9","protein_coding",1,"q23.3"
"818","ENSG00000162782","1",179591613,179691272,"tudor domain containing 5 [Source:HGNC Symbol;Acc:HGNC:20614]","TDRD5","protein_coding",1,"q25.2"
"822","ENSG00000143653","1",246724409,246768137,"saccharopine dehydrogenase (putative) [Source:HGNC Symbol;Acc:HGNC:24275]","SCCPDH","protein_coding",1,"q44"
"823","ENSG00000158711","1",205597556,205632011,"ETS transcription factor ELK4 [Source:HGNC Symbol;Acc:HGNC:3326]","ELK4","protein_coding",-1,"q32.1"
"828","ENSG00000162851","1",246540561,246566261,"transcription factor B2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:18559]","TFB2M","protein_coding",-1,"q44"
"830","ENSG00000143353","1",219173869,219212865,"lysophospholipase like 1 [Source:HGNC Symbol;Acc:HGNC:20440]","LYPLAL1","protein_coding",1,"q41"
"831","ENSG00000197965","1",167721192,167791919,"myelin protein zero like 1 [Source:HGNC Symbol;Acc:HGNC:7226]","MPZL1","protein_coding",1,"q24.2"
"832","ENSG00000143493","1",211940399,212035557,"integrator complex subunit 7 [Source:HGNC Symbol;Acc:HGNC:24484]","INTS7","protein_coding",-1,"q32.3"
"834","ENSG00000179397","1",244454377,244641177,"catsper channel auxiliary subunit epsilon [Source:HGNC Symbol;Acc:HGNC:28491]","CATSPERE","protein_coding",1,"q44"
"836","ENSG00000117592","1",173477330,173488815,"peroxiredoxin 6 [Source:HGNC Symbol;Acc:HGNC:16753]","PRDX6","protein_coding",1,"q25.1"
"837","ENSG00000186197","1",236348257,236502915,"EDAR associated death domain [Source:HGNC Symbol;Acc:HGNC:14341]","EDARADD","protein_coding",1,"q42.3"
"843","ENSG00000162670","1",190097658,190478404,"BMP/retinoic acid inducible neural specific 3 [Source:HGNC Symbol;Acc:HGNC:22393]","BRINP3","protein_coding",-1,"q31.1"
"845","ENSG00000162761","1",165201867,165356715,"LIM homeobox transcription factor 1 alpha [Source:HGNC Symbol;Acc:HGNC:6653]","LMX1A","protein_coding",-1,"q23.3"
"846","ENSG00000143199","1",167809386,167914215,"adenylate cyclase 10 [Source:HGNC Symbol;Acc:HGNC:21285]","ADCY10","protein_coding",-1,"q24.2"
"847","ENSG00000007908","1",169722640,169764705,"selectin E [Source:HGNC Symbol;Acc:HGNC:10718]","SELE","protein_coding",-1,"q24.2"
"848","ENSG00000092978","1",217426992,217631090,"G-patch domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25499]","GPATCH2","protein_coding",-1,"q41"
"849","ENSG00000143499","1",214281102,214337131,"SET and MYND domain containing 2 [Source:HGNC Symbol;Acc:HGNC:20982]","SMYD2","protein_coding",1,"q32.3"
